ProteinIndex,OOB_score
A0A1D6INW4,0.9043868735825398
A0A8D9D6R7,0.7201180564539954
A8WBX7,0.974476317537404
C7IZH2,0.9869152734675076
A0A0P0VTD4,0.7609645777742254
F4HU48,0.9798645369817683
A0A3B6PNA7,0.9001867998690699
A0A2K3DV58,0.9876310523649297
A0A7I3ZXG6,0.9931335541623991
A0A2K3E304,0.9781802269224193
Q5XV66,0.983239752229047
A0A3B6LI43,0.7522469925268765
A0A3Q7GFG4,0.9771978224764274
A0A3P5YZA3,0.9736544897346344
A0A8D9CY67,0.9808097640770775
A0A2K1IUG9,0.3402053674848642
Q10PT0,0.2802720009879936
Q7XM02,0.7253912667408807
A0A1D6HI35,0.9826360943039552
Q9LDS7,0.055620775269136793
A0A0N7KRJ3,0.10695241716655077
A0A8D9CZR5,0.9851450634149599
A0A7I4E1E8,0.9732988126548847
A0A2K1KVY9,0.492637345984809
O81148,0.9623726166168732
C0PGB1,0.9820160152371156
A0A8D9D710,0.9667751890236257
B9G9E7,0.042962781653353654
A0A3B6INW9,0.9855446835622652
A0A3B6LWI9,0.9523437811812129
A0A2K3D0D7,0.9419744047301163
A0A0P0W4E5,0.9708892612552558
A0A3Q7GIR0,0.9844329271021783
A0A3B6NR67,0.987956117520372
A0A8D9HHA7,0.2531964675710234
A0A3B6EED9,0.8919185465776381
A0A1D6E5I6,0.981713364762297
A0A2K1KWM2,0.9540923173949991
A0A0P0WYG4,0.9406511054350167
A0A804RLB6,0.7625943760300433
A0A3B6KM01,0.9694775117178009
A0A8D9CSK7,0.3053591582280189
Q9AY66,0.9275213250627878
A0A8D9CPS7,0.11682766210660465
A0A0N7KGG3,0.6530243999056757
A0A2K1IE10,0.9899804006968077
A0A3P6BCW8,0.9827633722785998
Q9M315,0.9617033120498284
A0A8D9D4L0,0.9458388423193551
A0A2K3E122,0.9781219595899455
Q3EAE6,0.36701802164510394
A0A3P6CS09,0.9630060742047054
Q9FJ16,0.9836570507917726
A0A804MM35,0.9781978912220547
A0A3Q7FX31,0.984739511252456
O49389,0.97005932811277
A0A2K1KXF9,0.043925669483963536
A0A3P6AKG5,0.9863967000469959
A0A3B6IL11,0.967621502972114
A0A8D9MA86,0.9807792995856291
P0DKK3,0.9638938341226254
A0A804LVE8,0.9601230776471223
Q9FIW9,0.9898281605346828
A0A2K3DB77,0.9900499954546218
A0A3Q7GLW6,0.905973569518288
A0A0P0V3X6,0.9614820146964109
Q0D5A7,0.9598508843619001
Q6K8D2,0.9373438880559948
A0A3Q7HP54,0.9797690154517822
Q0JCE7,0.9654974481001455
A0A3B6FDW6,0.9525694866360199
A0A1D6EPB3,0.9827810044527899
A0A3P5Z326,0.9793353578691463
A0A3B5Y4E4,0.9823072449290653
A0A2K3CTJ6,0.9443427981982678
A0A2K1KG63,0.9693653588475725
Q9LM58,0.9815048800370489
B9F661,0.9783006347932998
A0A3Q7H668,0.9832768432125042
A0A0N7KQ92,0.9572601287111385
A0A398AHQ1,0.9623559002645856
A0A2K1KXP0,0.03893413634929488
A0A804NIC1,0.9700457199883935
A0A0P0VQL5,0.9790261050617768
O23369,0.5674901305052423
Q84PV0,0.9754976751900867
A0A3B6KRM8,0.975831994148844
Q9LDN8,0.9832673784297367
C0PGV7,0.9723202510706538
Q10N24,0.5041190628720069
A0A8D9H408,0.9886270399823941
A0A0P0Y069,0.7159608557568355
A9SIE2,0.9679816232179279
B4FTG8,0.9668344907051306
Q5Z6J4,0.9823582232878217
B4FAU7,0.9273851209640073
A0A804N7N5,0.9801065535125841
B8A0Q6,0.9855908002603637
A0A2K3CV74,0.9666857634830979
A0A3B5Y6A0,0.8196305877277343
A0A804MYP5,0.9550591083967782
A0A8D9HNX9,0.965551246694831
A0A8D9I1C5,0.21956725740929706
A0A2K3DJ19,0.9618981878254067
A9RN36,0.9746386254765989
A0A0P0X1U3,0.3904553147900304
A0A8D9LVR2,0.9924432909190775
A0A3Q7F084,0.15800390793664215
A0A804N2H4,0.8881585595630628
A0A2K3DMR8,0.9775984419976679
A0A397XZU4,0.9859518853758209
A0A3Q7ID03,0.9745948964747938
A0A3B5Y0K2,0.3023820565700947
A0A3Q7GFG6,0.9536404209364117
A0A3B6FTZ5,0.5148498890226771
A0A398AG64,0.9434487635121047
Q2QP91,0.965783815412762
Q10T20,0.9644741180700442
C0PGT8,0.9889921433514995
A0A1D6EGL6,0.948141642149006
A0A0P0XEQ4,0.9730915222996209
A0A3B5XXE8,0.9785534453720702
A0A2K1K9S9,0.1219718412994363
A0A2K3DU13,0.9612960607506452
A0A7I4BWV2,0.9919974827857463
Q6YXK8,0.9740802950165461
A0A0P0XTF9,0.9465031738224897
A0A1D6N3D8,0.30417776525937423
A0A3Q7GS24,0.9757797331583254
A0A0P0WE69,0.24003256069457762
A0A8D9MGD0,0.9839424763477304
Q9LK91,0.9826701507748526
Q9SJ73,0.9524642970648496
A0A0P0WXT1,0.5632927993204567
Q9ZNU5,0.9447220425775494
A0A2K1JVZ9,0.9670636500670361
Q0J8U0,0.9822769195158432
A0A3Q7EXW1,0.179263975034263
A0A0P0W4G0,0.9811749909415084
A0A1D6N891,0.9502612704397874
A0A3B6HWG7,0.938603171933922
B6UHZ4,0.9692157131981948
A0A3B6DDJ7,0.9851297424196686
Q10M36,0.9697828075411631
P27324,0.9758617966518319
A0A8D9I254,0.9840248571552757
B9EVT4,0.09139695193917959
A0A3P5Y5P3,0.9697319584837913
A0A3Q7IJT7,0.36267429815659663
A0A2K3CUR4,0.9812919522074363
A0A2K1K7B4,0.9723042445235516
B4F9Y5,0.9420836795422031
A0A2K3E747,0.9776077612116987
A0A3Q7EQ30,0.5269789704303534
A0A2K1KB25,0.9895512471869969
A0A060CVM9,0.992063626545688
A0A3B6BX36,0.9835418881445708
A0A3B6RGM6,0.5644387244560217
A0A3B6FQX1,0.9850439519948463
A0A0P0X6R4,0.9802628737589753
A9SQL6,0.9611193550074804
Q6YZI0,0.9788149791138624
A0A8D9LUV7,0.9561604138441356
A0A2K1JLC5,0.0974709842109635
A0A0P0UYZ1,0.9777360192959819
A0A1D6MXH4,0.06439104988876809
A0A3Q7E7Y3,0.976541565783751
A0A8D9D7P9,0.1635486877583266
A0A2K3D2I8,0.9507055841886958
K7UWY7,0.9731543891290968
C4J8S3,0.9078886401281936
A0A3B6B509,0.9828175564418301
A0A2K3DBB0,0.9575613498654942
A0A804NAR8,0.963719459418538
A0A2K3DWS1,0.9622949013722163
A0A0N7KG32,0.22693414049414742
A0A2K1K378,0.27731459296143085
A0A397ZA76,0.9410762939930283
O64474,0.9832075896453777
A0A3B6N247,0.9708924536166524
A0A2K3DJH5,0.9864761193586579
A0A0P0VB38,0.9397831907131706
A0A3B6KDU4,0.9330954274016
A0A0P0WS31,0.23257107627751472
A0A3B6EC44,0.9808966402116251
A0A3P5YVU0,0.984457456432104
A0A3B6HSE2,0.9742129740106974
A0A3Q7IYC3,0.957337380045635
A0A2K1IVE5,0.07480955020054061
A0A0N7KQV3,0.9153227344288788
B6SI40,0.9610977113261133
A0A2K1JYK0,0.9820751958439916
A0A804RGG2,0.5063990623339002
A0A804UFJ5,0.9695804081514322
A0A0P0X9P1,0.044514220387800674
A0A3Q7GKJ9,0.9918058645304649
A8JEK6,0.9691567668789215
A0A2K3D007,0.9822670143367351
A0A3Q7FKQ9,0.9676760320753395
A0A8D9LQV4,0.9892494750419939
A0A3B6J075,0.9818957351870781
K7UUC4,0.9701405580029022
A0A3Q7FG57,0.9654438621247382
A0A3P6APP5,0.7122498478361999
A0A3P6AM92,0.06203107808506017
A0A2K3CVD9,0.9804216763605322
A0A3P5Y6X8,0.9780373547768713
Q0JFW5,0.9679489731993371
F4KGA5,0.9759503926769119
A0A0P0WI47,0.22104547189489265
A0A3B6AZ35,0.9537023924923584
F4IT98,0.993257806264288
Q058J1,0.972704370774981
A0A0P0VXN8,0.8937731589012412
F4I1T9,0.9796716679926304
A0A3Q7IZJ2,0.35013154326107887
A0A804PGX4,0.9238272257817949
A0A3P5YGJ7,0.9518665054772091
A0A3B6U9W5,0.9810759159465116
A0A2K1KJ58,0.9785818040104494
A0A3B6B2Y1,0.6494638560108886
A0A2K1IQ82,0.9797940748589721
A0A2K3D0W8,0.10930057978971856
A0A2K3D852,0.9748132991356487
A0A2K1JPV1,0.9849530115683216
A0A2K1JCH1,0.9818571877447263
A8JGI7,0.9449485039571965
F4KC44,0.9815857507402841
A0A3Q7JDN0,0.9773625514678151
A0A398A3H9,0.9751637057471094
A0A0P0WQ74,0.6245355473869907
B3H4Q0,0.05892559722621567
Q9SU75,0.9780455140420952
A0A2K3E5G0,0.9829574325214895
A0A2K1J9D1,0.16353177170049293
A0A8D9LQB5,0.9818155610360924
A0A3Q7HVY8,0.9724915713882936
A0A2K3DGZ7,0.9474107298745336
A0A3Q7FQC4,0.9275003481750328
A0A397XVP0,0.964433255693303
A0A3Q7I1E4,0.9731764320272893
A0A3B6ER86,0.08039740692771907
B4FR59,0.9776542269309058
A0A3P5Y6P0,0.5717289471183952
B4FNZ6,0.8508088684222446
A0A0N7KQM9,0.9715755611110146
A0A3B6HV34,0.6010368071711282
A0A2K3DJI6,0.9883217071070931
A0A2K3DW16,0.9929316357583585
A0A8D9DCU4,0.9673349261869411
A0A2K1IS65,0.08649433290413233
Q9LFE3,0.919505734606506
Q6DSR3,0.9747090350764469
Q53NA6,0.9710975078865316
A0A7I4BQF8,0.8170211285049334
A0A3B6KHP0,0.9619592596138082
Q8GYZ3,0.9625836013299589
A0A804NPG2,0.7867971152287498
K4D2X8,0.05614717739464769
A0A3B6NXE3,0.9158094111276496
A0A2K1JUA6,0.3376461274644905
A0A3Q7HDF9,0.9778460782947153
Q67W79,0.960932868355853
A0A3B6TLW6,0.9833184501416742
A0A1D6N1F7,0.9833571981677219
A0A3B5Y5F1,0.9710005159800116
A0A2K1KUR5,0.9900650022118866
Q9LF70,0.9628150915750611
A0A1P8AZP4,0.9722452400108295
Q9FIF7,0.9432840599805917
A0A3B5Y2C7,0.9920279001015473
A0A2K3DKH4,0.9779701051836834
A0A494G931,0.9581174220498916
A0A1D6L3Q1,0.9455971383433973
A0A3P6C1W9,0.9787469543452026
Q9SW95,0.9784106761119539
A0A804QNW0,0.9617191353075498
A0A3Q7JCE4,0.9924991179374726
Q75IW3,0.9632987178770196
B9FDD9,0.049175160871597234
A0A1D6EY38,0.9696515275238277
A0A0P0VZI6,0.9757559306628901
A0A0N7KRT7,0.14375861426254624
A0A0P0WY37,0.581039141720386
A0A0P0VCL7,0.9621262509011573
A0A3B6GMH1,0.9765632028460732
A0A3B6MP70,0.8580418961343407
A0A804LP77,0.8922860941440446
A0A7I4DHM2,0.9784052354215552
A0A2K1JU01,0.33029737189558506
Q9SCX9,0.9733042687709521
A0A2K1KGQ3,0.9787869280774545
A0A0N7KIB9,0.9905894775461017
A0A2K3CZ86,0.9637869376716721
A0A0N7KF84,0.9700503738464623
A0A2K3D6G5,0.9610506935245031
A0A3B6AVY3,0.9613387875279878
A0A804RE60,0.9875761152062371
A0A804QQL2,0.9909566196857726
Q5HZ00,0.9449780175542846
Q336U1,0.9522249502711138
A0A2K3DXD5,0.9598618466695956
A0A3P6AG35,0.3344768312730426
A0A2K3DV04,0.9871176438802317
Q9SH31,0.9801597603206225
A0A0P0VID1,0.9275596629458472
A0A3B6EMN3,0.9180638857123736
Q0JH88,0.5243403522800489
A0A804NZD7,0.8354775065487718
A0A1D6MVJ3,0.9739433595160853
A0A2K3DWR1,0.9691373336729632
A0A2K3CY97,0.9710837695034549
A0A0P0XSU3,0.6593568343389407
Q2QXG3,0.9666058036864185
A0A2K3E2U4,0.9379190341030035
Q2QMP3,0.9101182894083727
B4FAU1,0.9500504176043425
A9TAS6,0.9729381232998197
A0A3P5Y818,0.9819166369382519
A0A0P0XZ47,0.9881335239325719
A0A3B6I257,0.9313798690738874
A0A2K1J2G3,0.9899359445853245
A0A3B6U1N1,0.7240375551675298
A0A2K1KWW7,0.9687700954509368
A0A7I4EA03,0.7140179043109032
A0A2K1JZG9,0.533735507191044
A0A3Q7JC51,0.06612292583931828
A0A2K1IIB9,0.07578476446934974
A0A2K1JME9,0.9523650643741949
A0A2K3E3T0,0.9734610968166187
A0A804M2J2,0.8180477666074346
A0A0P0XU86,0.9398636232378461
A0A0N7KQP0,0.9889923702079599
A0A7I4AQ18,0.9881774796536983
A0A3Q7IMS8,0.988219913482408
A0A2K3DL69,0.9097528740254671
A0A804P4T0,0.9712438357941683
A0A3B6B8U6,0.9862122728819442
K4B5L7,0.949742434731993
A0A8D9DNE8,0.9648859034894602
A0A0P0UZG9,0.9567558629358661
A0A3B6KC93,0.9701126831267552
K4BJR6,0.5550181093440097
A0A3B6LXN4,0.9787039821732482
A0A804PAB3,0.9681749899668967
A9CP51,0.9563487776570874
Q6ATY4,0.9809046902748135
Q6DBA5,0.9868198392114103
A0A3Q7G920,0.9849157761078444
B4FRK1,0.42280989027462723
A0A3B6B3P1,0.8882040960845203
F4IP06,0.9902739764615542
A0A3B6ATL0,0.12646964731629717
Q10FE9,0.8427667848511725
B6U0W5,0.6603805997001279
A0A2K3D156,0.9583082098563177
A0A0P0VXE8,0.9816140062260064
A0A0P0XM21,0.9266024910003045
Q9STP8,0.9832552167103392
A0A2K1K8G1,0.0637792074857951
C7J4K4,0.43982644403512994
A0A3Q7H795,0.5577536689847435
A0A3P5ZHX3,0.9637645241217992
A0A3B6EB46,0.9663983678501673
A0A1D5UPU1,0.9788492997865232
A0A397ZB08,0.9653287311799806
Q84JT2,0.9755126063373696
A0A804MXH9,0.9717796435745071
A0A0P0VDD8,0.6566938886829877
A0A3P6BTR9,0.9834673125221443
A0A0P0WF05,0.18768080921160124
A0A8D9M7A1,0.16071962188814568
A0A3B6LX15,0.9145889321297976
A0A2K3CQE2,0.9614563623338137
A0A8D9H830,0.945126487737082
B3H7E3,0.1305815488547235
A0A8D9MID4,0.9875741517720921
A0A3B6EQA9,0.985750061651518
A0A3B6RK28,0.9658664837915488
Q8GXP1,0.9709177408445251
Q303Z7,0.9712094216696481
A9TAJ3,0.9837339831555861
A0A3B6IT58,0.9621215266426484
A0A3P5YUY4,0.6382586062974679
A0A3Q7GQ06,0.9654042015502986
A0A0P0XVJ5,0.9593556116435916
A0A3Q7I0H0,0.9729779772888013
Q53N69,0.7224780763843867
Q851A1,0.9912035521255862
A0A3B6PTP0,0.19861529635783592
Q84R15,0.9895789537138718
A0A0P0YC45,0.9734266632704431
A0A3P5YXL8,0.9812052201857656
A0A0N7KTW0,0.9696654531272128
A0A7I3YV09,0.08001092038415665
Q5JJP8,0.9793511222656454
A0A3P6A8X3,0.9853476917977272
A0A3Q7GAX7,0.9484080876707662
A0A8D9GTJ1,0.9799070470485379
C7J397,0.039348306579527065
Q0JL82,0.9857051298052113
A0A2K3DJF9,0.9720527302514285
A0A3B6PM36,0.974133967067083
Q5Z525,0.09976752252850365
A0A2K3E0C9,0.9743090110526177
A0A3B6EIT7,0.9872836989152467
A0A2K1ISD4,0.7402566068554008
A0A0N7KKQ3,0.9738451020766433
A0A2K1L489,0.5932856426964647
A0A3P5ZW63,0.830894832636556
A0A3Q7FY41,0.9931195641691737
A0A0P0X4T4,0.24002772002415645
A0A2K1IJU8,0.9861545420981633
A0A3Q7H8V5,0.9760728815513389
A0A1I9LNX3,0.9802200723197825
A0A3Q7H6A8,0.9881241460423306
A0A1D6LXS9,0.9865010785402242
A0A3Q7HA99,0.9787318474591202
A0A3Q7FG98,0.3809068899391657
A0A2K1J1M5,0.9776961310055661
K4B730,0.9827914262494716
A0A1D6MKW7,0.9734012536165779
A0A8D9GBY1,0.6834345304339808
A0A3B6I5T9,0.9365917794016572
A0A3Q7FI32,0.05686237931005245
B6SQQ9,0.9476234366990531
A0A3B6KTV0,0.9718655714609534
Q5JK67,0.9683465724996234
Q0DBT4,0.9840510444147355
A9RLC6,0.9813240583779266
A0A2K3DHG2,0.20057388388990774
A0A0P0VSQ6,0.1058680035908789
A0A2K3CZQ0,0.9767981662270006
A0A0P0Y604,0.13785948647393478
A0A2K1ICX3,0.06813280242652037
P46665,0.982242800042296
A0A804QHA7,0.96690727430437
A0A0P0WQG0,0.4005357596522272
Q6EPV6,0.9761054187474103
A0A3B6A116,0.9908437183530624
A0A2K3E5G8,0.9801872703528582
A0A804UD70,0.9414966072380243
A0A3P5YRQ7,0.9869652408945012
A0A2K3DA09,0.9818672262999198
A0A1D6JDA5,0.9821637038644512
A0A3B6LX99,0.9822751135924632
A0A3Q7IJW3,0.9778972431744662
A0A3Q7FHE4,0.9722158626942351
Q9ZPW6,0.9880884714388232
A0A0P0W672,0.07711014046440424
A0A2K1K8H3,0.05710848427145513
A0A8D9M250,0.18856851096319452
F4HWC5,0.9768639086351414
Q9LS90,0.9649433883475725
Q9FKZ4,0.9687542777748616
A0A2K3DJF0,0.9531125234994857
A0A3B6CG54,0.9841266547980758
A0A3P6DAR5,0.9365148569644175
Q943R3,0.9757750075606384
A0A804RQC9,0.9876111666145639
A0A3Q7GPL1,0.1525758518299863
A0A3Q7FH22,0.9801351667958853
A0A2K1JJ01,0.9804609311054133
A0A0P0XZW2,0.16761281267045586
A0A2K1IF56,0.9708280681994812
A0A3Q7I3Q6,0.09050528294596065
A0A2K3DDH5,0.9898468002699409
A0A7I3ZID4,0.9597043605146182
Q9C5E6,0.9048487111935672
A0A2K1KH90,0.34620948627800485
A0A3Q7IX50,0.9653183730654472
A0A8D9HQP8,0.9740452317605454
A0A3B6EIW4,0.9881245948374854
A0A3B6RM72,0.9839083824415134
A0A3Q7GFE4,0.9884151047937854
A0A804LZU0,0.9648368102749864
A0A2K1J179,0.2572547892867148
Q7XA68,0.9902037911981952
A0A096QB26,0.9752575252085762
A0A3B5ZNY0,0.9700699449224518
A0A385H9C9,0.9881836294298477
A0A3Q7FEB0,0.9712683150277008
Q6YRP2,0.8635818365136994
A0A3Q7EFW8,0.9837692657114543
A0A3P6BTW6,0.41169616532218134
A0A3B6T972,0.9856579985839188
A0A1P8BH02,0.3116263190225283
B9FXF7,0.9697021170829166
A0A804MKF7,0.9793097676582118
A0A3Q7HUP0,0.9881269641310851
A0A0P0WVK2,0.9682771501829116
A0A804LFF8,0.05276585271155039
A0A8D9H0A3,0.06820803286534617
Q7F0Z7,0.3027265296341004
A8JCI0,0.3404089501785118
A0A804R4C8,0.17919370743412077
C0P8F5,0.9720811018747297
A0A3B6MY57,0.9618290460845106
K7TNG8,0.9712264195924434
A0A3P6C501,0.2885811376125552
A0A3Q7G1N5,0.9458223721673962
A0A3B6AY66,0.9638895024899274
A0A3Q7F8X1,0.9743628256387948
A0A397XRS3,0.9626187064859127
A0A1P8AUB6,0.9850154476625866
F4J1A4,0.979881163641733
A0A8D9DNI6,0.9422779235258826
A0A3P6A0D1,0.17373557766022263
A0A1D6EH31,0.975462512505106
A0A3Q7GJW1,0.9684155223951446
A0A2K1L785,0.086616236826205
A0A804LVU1,0.9897690476975407
A0A2K3CZK2,0.9865088860649691
Q7X6L2,0.9398174540932581
Q5KQE3,0.9873921118854119
A0A804MI40,0.4062975691114798
A8IWP2,0.12811466462909687
A0A7I4EKD8,0.9857643715179154
A0A3Q7FPV5,0.9822310031332452
A0A3Q7G2A8,0.4122663526603249
A0A2K3CN03,0.9833482635780784
A8IHS0,0.9470938617969712
A0A8D9GVS7,0.9748476693142202
A0A2K1KD46,0.9847961822705631
A0A3P5ZM70,0.5246644341396599
A0A0P0XPS6,0.6138996088598564
A0A3Q7FVX5,0.9858410337365057
A0A3B6C855,0.15049621167193944
F4KFW5,0.9834255152481426
A0A1P8BGU4,0.9898975070019802
A0A2K3E077,0.9724192146376156
A0A3Q7GBP5,0.9869838461320729
A0A3Q7H696,0.9661328472505079
A0A3Q7IQP1,0.9409554226328352
A0A2K3D076,0.9932008932853674
B4FJU3,0.7885431111233627
A0A0P0V4N8,0.9739726633158277
A0A2K1KZJ9,0.9837723481130332
A0A3P5Z5E9,0.9931040160938253
A0A3Q7HEH9,0.7981280156079635
A0A2K3DE88,0.9821115365392282
A0A3B6QLS3,0.9684656038359392
A0A3B6C1F5,0.9755379439871131
A0A1I9LSB3,0.7878661195260755
A0A2K3D441,0.9574856520037831
A0A3B6S8M6,0.9723364708827473
A0A2K1KQJ0,0.972494796736222
A0A3Q7GSL9,0.9856502131011823
A0A3P6BEY7,0.9824075033040011
A0A3P6A4X1,0.9847296720578446
A0A397YAW4,0.11001588636905274
A0A3P5YST4,0.9847395094436076
A0A8D9CS36,0.3083447909783956
B4FZG5,0.8834130444776485
A0A2K3CZM8,0.9897412599112865
Q7XP56,0.9719026396449137
A0A0N7KRN9,0.9744893583940167
A0A7I4DZ65,0.9277596657409486
A0A3Q7ETS5,0.7812428160267604
A0A3P5Y4F0,0.9857837985424625
A8HU66,0.9900771859479269
A0A0P0XRQ0,0.15829998592327213
A0A2K1JQE2,0.08468676735125868
A0A8D9H819,0.9826887841144419
A0A2K3DAI2,0.967275922496741
Q0J5N0,0.5278207089954894
A0A2K1IXN2,0.9471957647193766
A0A3Q7EPA0,0.9750708828239216
A0A3P5Y6C2,0.9896551001201435
A0A3P6CQ89,0.9793386608429002
A0A3B6RKT1,0.9601368938815951
A0A2K1K376,0.9621617265076743
A0A2K3DQM7,0.9815071899412279
A0A0P0WYC1,0.5090199574573007
A0A3B6PKJ2,0.9859869165739632
A0A3B6HTZ0,0.9250124211487104
A0A397XQS8,0.2836005646780777
A0A8D9CP86,0.7133560343983902
A0A3Q7IBK5,0.10226425509604452
A0A2K3DUN4,0.9920037916456971
P50160,0.9659315812454723
Q7XTT8,0.8209271309007918
A0A1D6JIH7,0.9511854557865101
A0A3Q7FU23,0.9721418752866131
A0A2K3CY53,0.9823083524384528
A0A3B6B5F8,0.9874564385731255
A0A3Q7EAJ9,0.8247433340408366
Q8W314,0.9770405344479991
A0A3Q7G4P5,0.9822305946525425
A9S433,0.2417288068015698
A0A2K1IF61,0.9660708236329544
A0A2K1JFV5,0.2342651375861224
A0A3Q7J5U1,0.18256017942108754
A0A0P0WEK1,0.22704594455887978
A0A2K3CSD2,0.979755653004825
F4IIH6,0.9549315836763943
A0A3P6D1E1,0.983842144990225
P82795,0.0544940857977331
A0A2K3DN94,0.9908481941749548
A0A2K3DW82,0.9908935000335086
A0A1D6GNA0,0.9681689316884493
