"UniproEntry","Hydropathy","FCR","IDR","LCR","Pscore","PLAAC","catGRANULE","PhosFreq","Score"
"A0A1D6FZC1",0.458316361,0.207739308,0.042769857,0.034623218,2.5,-0.164,0.262135,0.095723014,1
"A0A1D6G0W4",0.494087666,0.25,0.098623853,0.169724771,0.93,-0.356,-0.379604,0.098623853,1
"A0A1D6G420",0.484952085,0.174825175,0,0.051282051,0.37,-0.161,0.0466214,0.104895105,1
"A0A1D6G4R4",0.444256121,0.17433414,0,0.104116223,4.02,0.379,1.11431,0.108958838,1
"A0A1D6G698",0.384615385,0.210526316,0.261133603,0.111336032,2.88,0.118,1.13465,0.101214575,1
"A0A1D6G6M1",0.452471566,0.177165354,0.133858268,0.269685039,8.31,0.351,0.649759,0.11023622,1
"A0A1D6GD47",0.425136612,0.316939891,0.224043716,0.12295082,1.67,-0.338,0.426388,0.120218579,1
"A0A1D6GGX8",0.484261975,0.214076246,0,0.190615836,2.94,-0.164,0.787843,0.082111437,1
"A0A1D6GII0",0.419335937,0.228515625,0,0.138671875,8.37,0.386,1.33275,0.0625,1
"A0A1D6GJW7",0.370624049,0.363013699,0.255707763,0.214611872,2.29,-0.303,0.798739,0.066210046,1
"A0A1D6GLR4",0.481682938,0.230125523,0,0.033472803,-0.52,-0.294,-0.21504,0.066945607,1
"A0A1D6GMG7",0.483200641,0.192879676,0.059486255,0.081117621,2.79,0.243,0.599381,0.120775124,1
"A0A1D6GN00",0.433451537,0.276595745,0.195035461,0.173758865,0.45,-0.291,0.521297,0.131205674,1
"A0A1D6GNU8",0.424645692,0.24872449,0,0.05994898,5.07,-0.046,0.984882,0.132653061,1
"A0A1D6GNW3",0.427389665,0.221556886,0,0.05988024,5.08,-0.051,0.755417,0.141716567,1
"A0A1D6GQA5",0.456703991,0.218346253,0,0.025839793,1.26,-0.147,1.01873,0.096899225,1
"A0A1D6GSC7",0.321174377,0.391459075,0.387900356,0.291814947,2.76,-0.113,1.99735,0.096085409,1
"A0A1D6GTL4",0.378875714,0.355731225,0.458498024,0,0.71,-0.271,0.569177,0.122529644,1
"A0A1D6GUH3",0.440524609,0.220159151,0.108753316,0.076923077,1.33,-0.136,0.489084,0.111405836,1
"A0A1D6GVM8",0.464016149,0.254344392,0,0.14849921,1.44,-0.266,0.831279,0.115323855,1
"A0A1D6GY72",0.488818005,0.244019139,0,0.059011164,-0.1,-0.292,0.208245,0.071770335,1
"A0A1D6GZZ1",0.480155501,0.240846216,0,0.019528072,0.95,-0.249,0.929798,0.095199349,1
"A0A1D6H1J1",0.318865741,0.421875,1,0.34375,1.16,-0.327,1.87611,0.145833333,1
"A0A1D6H2D4",0.396803812,0.335774059,0.321129707,0.179916318,2.65,-0.285,1.72761,0.116108787,1
"A0A1D6H2V8",0.447833454,0.254901961,0.021786492,0,0.33,-0.302,0.735096,0.11328976,1
"A0A1D6H5B6",0.476330749,0.260465116,0,0.539534884,-0.78,-0.31,-0.609672,0.074418605,1
"A0A1D6HD72",0.42212806,0.313559322,0.237288136,0,NA,-0.45,-0.237942,0.084745763,1
"A0A1D6HD78",0.397260274,0.273972603,1,0,NA,-0.387,-1.01371,0.095890411,1
"A0A1D6HE33",0.355844156,0.438961039,0.688311688,0.467532468,0.4,-0.39,1.14868,0.077922078,1
"A0A1D6HE80",0.466369204,0.262992126,0,0.062992126,0.59,-0.215,0.788464,0.099212598,1
"A0A1D6HHL9",0.448196015,0.290791599,0,0.040387722,1.41,-0.255,0.477861,0.079159935,1
"A0A1D6HIY0",0.406751438,0.341961853,0.303814714,0.215258856,1.16,-0.241,1.27074,0.100817439,1
"A0A1D6HSW7",0.285630153,0.586572438,1,0.575971731,0.58,-0.654,3.37711,0.045936396,1
"A0A1D6HT10",0.431643431,0.155893536,0.285171103,0.596958175,4.45,0.309,0.736321,0.041825095,1
"A0A1D6HWM8",0.493346842,0.200607903,0,0,0.05,-0.337,0.686416,0.097264438,1
"A0A1D6HXK3",0.580895692,0.102040816,0,0.214285714,-0.42,-0.329,-0.822409,0.102040816,1
"A0A1D6HYZ7",0.458002224,0.225659691,0.031847134,0.013648772,1.17,-0.215,1.31595,0.092811647,1
"A0A1D6I5Q3",0.4418566,0.155982906,0.237179487,0.354700855,3.64,0.379,0.0369018,0.141025641,1
"A0A1D6I6Y0",0.481553166,0.2,0,0.109677419,1.04,-0.262,0.898761,0.083870968,1
"A0A1D6I8M3",0.462895623,0.242424242,0,0,0.81,-0.251,0.650152,0.072727273,1
"A0A1D6I9U9",0.481879812,0.256463289,0,0.076525336,0.56,-0.323,0.515368,0.084798345,1
"A0A1D6IAU4",0.43892944,0.277372263,0.386861314,0.138686131,NA,-0.305,1.28725,0.087591241,1
"A0A1D6IC38",0.455956427,0.185098039,0.06745098,0.081568627,4.27,0.276,1.20017,0.104313725,1
"A0A1D6ICF3",0.505174405,0.19022869,0.044698545,0.122661123,1.79,-0.314,0.31993,0.073804574,1
"A0A1D6IKL2",0.414074074,0.313333333,0.4,0.106666667,1.24,-0.388,0.16948,0.093333333,1
"A0A1D6IKS9",0.423333333,0.170769231,0.101538462,0.064615385,4.06,0.265,1.12676,0.115384615,1
"A0A1D6IKY1",0.375308642,0.381944444,0.701388889,0.104166667,1.3,-0.467,0.154354,0.076388889,1
"A0A1D6ILU0",0.456855101,0.159356725,0,0.093567251,2.72,0.351,0.10654,0.116959064,1
"A0A1D6ILX8",0.429924852,0.309178744,0.016908213,0.157004831,1.87,-0.423,1.21637,0.086956522,1
"A0A1D6IM44",0.474166667,0.257142857,0,0.160714286,0.29,-0.303,0.0858429,0.057142857,1
"A0A1D6IP08",0.518965517,0.057471264,0.114942529,0.887931034,10.67,0.199,11.958,0.002873563,1
"A0A1D6IPR4",0.419753086,0.153535354,0.218181818,0.353535354,10.14,0.302,1.64304,0.082828283,1
"A0A1D6ITS1",0.441824752,0.25203252,0.504065041,0,NA,-0.307,1.68974,0.089430894,1
"A0A1D6IU95",0.491764706,0.252941176,0,0,-1.21,-0.381,-0.806694,0.052941176,1
"A0A1D6IX34",0.467917727,0.219465649,0,0.078244275,1.66,-0.069,0.579403,0.097328244,1
"A0A1D6J201",0.399406277,0.374045802,0.692111959,0.302798982,1.34,-0.466,0.98498,0.081424936,1
"A0A1D6J2U7",0.396340652,0.182634731,0.655688623,0.305389222,8.29,0.238,1.10707,0.131736527,1
"A0A1D6J727",0.477199504,0.234200743,0,0.241635688,-0.15,-0.333,-0.0647374,0.126394052,1
"A0A1D6J8F5",0.438036449,0.227513228,0.169312169,0.174603175,1.47,-0.2,0.898434,0.121693122,1
"A0A1D6JAY4",0.4025,0.395,1,0.31,-0.32,-0.544,-0.150188,0.065,1
"A0A1D6JBF2",0.476970826,0.223463687,0,0.162011173,0.63,-0.353,-1.01027,0.100558659,1
"A0A1D6JCG6",0.441145833,0.21875,0.129595588,0.151654412,8.31,0.201,1.47089,0.097426471,1
"A0A1D6JHR4",0.458987508,0.166863905,0,0.095857988,1.83,0.361,0.438346,0.10295858,1
"A0A1D6JIH1",0.474807481,0.207920792,0,0.03960396,-0.04,-0.438,-0.435307,0.074257426,1
"A0A1D6JJ33",0.468831169,0.262987013,0.048701299,0.227272727,1.15,-0.079,-0.263197,0.058441558,1
"A0A1D6JMR5",0.441537075,0.237322515,0,0,1.14,-0.171,0.370717,0.085192698,1
"A0A1D6JNR0",0.372524752,0.304455446,0.40470297,0.100247525,4.16,0.043,2.0174,0.120049505,1
"A0A1D6JPN3",0.460329218,0.27037037,0.140740741,0,-0.19,-0.422,0.131157,0.074074074,1
"A0A1D6JTN5",0.467237932,0.223650386,0,0.041131105,1.14,-0.218,1.08858,0.077120823,1
"A0A1D6JVL9",0.479613527,0.269565217,0,0.147826087,NA,-0.448,0.0605392,0.052173913,1
"A0A1D6JWI8",0.487999499,0.1578354,0,0.042841037,2.12,-0.109,0.9437,0.093573844,1
"A0A1D6JX87",0.403703704,0.291666667,1,0.354166667,NA,-0.422,0.405071,0.166666667,1
"A0A1D6K0I4",0.466943456,0.241992883,0.03024911,0.078291815,0.9,-0.149,0.19583,0.083629893,1
"A0A1D6K1A3",0.465828092,0.20754717,0,0.1278826,0.37,-0.12,0.083997,0.07966457,1
"A0A1D6K2U2",0.37034632,0.305194805,0.772727273,0.519480519,1,0.263,0.45638,0.116883117,1
"A0A1D6K4D6",0.45077282,0.112860892,0.097112861,0.11023622,3.47,0.289,0.775494,0.125984252,1
"A0A1D6K4P0",0.454802036,0.266508031,0.063057704,0.02379536,0.71,-0.119,0.709596,0.070196312,1
"A0A1D6K4U4",0.47828717,0.209169054,0,0.040114613,1.5,-0.243,0.649498,0.054441261,1
"A0A1D6K627",0.485686977,0.247311828,0,0.023655914,0.68,-0.382,-0.430145,0.083870968,1
"A0A1D6K8W1",0.446545053,0.281094527,0,0,0.52,-0.274,0.285103,0.092039801,1
"A0A1D6K8X5",0.470243205,0.244635193,0.103004292,0.266094421,-1.1,-0.242,-0.279647,0.081545064,1
"A0A1D6KHZ8",0.372484985,0.231418919,0.334459459,0.518581081,8.43,0.341,2.67817,0.067567568,1
"A0A1D6KKC7",0.457398874,0.193548387,0,0.052227343,1.84,-0.174,0.564586,0.102918587,1
"A0A1D6KXM9",0.455716586,0.217391304,0.086956522,0.053830228,1.33,-0.235,0.417142,0.097308489,1
"A0A1D6KYA0",0.483309807,0.191772535,0,0.082274652,1.82,0.252,0.740699,0.09860859,1
"A0A1D6KYR9",0.409938272,0.363888889,0.106944444,0.116666667,0.33,-0.441,0.490374,0.0625,1
"A0A1D6L1P7",0.440781108,0.27520436,0.108991826,0.038147139,-0.02,-0.159,0.703814,0.079019074,1
"A0A1D6L4J9",0.48730911,0.199052133,0,0.161137441,0.12,-0.231,-0.545997,0.132701422,1
"A0A1D6L7E9",0.403858364,0.272527473,0.569230769,0.296703297,5.29,-0.093,1.66241,0.076923077,1
"A0A1D6LAC2",0.487080103,0.238372093,0,0.156976744,-1.32,-0.395,-0.298825,0.110465116,1
"A0A1D6LDM1",0.443619048,0.257142857,0,0.114285714,0.68,-0.28,0.693457,0.114285714,1
"A0A1D6LEU6",0.370114226,0.371962617,0.295327103,0.089719626,1.71,-0.307,1.03286,0.091588785,1
"A0A1D6LH46",0.428586839,0.276699029,0,0,3.61,-0.256,1.27181,0.058252427,1
"A0A1D6LHK9",0.468648266,0.27388535,0.363057325,0.445859873,-0.36,-0.33,1.42808,0.044585987,1
"A0A1D6LKY3",0.466278166,0.192307692,0.192307692,0.174825175,3.05,-0.156,0.0041002,0.129370629,1
"A0A1D6LN57",0.365387016,0.379213483,0.601123596,0.095505618,0.02,-0.328,0.935891,0.081460674,1
"A0A1D6LNQ8",0.386118936,0.304225352,0.246478873,0.254929577,7.75,0.015,1.87271,0.109859155,1
"A0A1D6LPA2",0.464153988,0.226141079,0.091286307,0.130705394,2.99,-0.251,0.924424,0.089211618,1
"A0A1D6LPN0",0.401253649,0.234930448,0.170015456,0.374034003,5.76,0.415,2.32847,0.055641422,1
"A0A1D6LSW2",0.383808096,0.343328336,0.274362819,0.224887556,5.06,0.234,1.96833,0.107196402,1
"A0A1D6LX93",0.448553033,0.30167264,0.146356033,0.086618877,1.5,-0.234,0.976877,0.117682198,1
"A0A1D6LZP8",0.465458937,0.242753623,0,0.057971014,1.73,-0.332,0.75594,0.06884058,1
"A0A1D6M1E8",0.448245614,0.179824561,0.057017544,0.114035088,3.26,0.39,0.991187,0.109649123,1
"A0A1D6M1U0",0.425406108,0.286549708,0,0.17251462,1.56,-0.21,0.510973,0.157894737,1
"A0A1D6M1Z5",0.468385379,0.213507625,0.047930283,0.098039216,1.36,-0.12,0.853071,0.100217865,1
"A0A1D6M2S2",0.501276703,0.211604096,0,0.042093288,-0.08,-0.269,0.00888649,0.080773606,1
"A0A1D6M4R7",0.430601093,0.218579235,0,0,2.71,0.014,0.484935,0.087431694,1
"A0A1D6M6G5",0.4388735,0.257617729,0.088642659,0,1.55,-0.146,0.0572558,0.083102493,1
"A0A1D6MBI9",0.492875678,0.195329087,0.029723992,0.138004246,0.16,-0.269,0.446269,0.125265393,1
"A0A1D6MBV0",0.436799441,0.288050314,0.100628931,0.197484277,1.06,-0.092,0.659626,0.108176101,1
"A0A1D6MC13",0.460294118,0.279411765,0,0.019607843,0.08,-0.327,0.509863,0.083333333,1
"A0A1D6MCY5",0.466232247,0.269172932,0.001503759,0.145864662,0.55,-0.331,0.703438,0.096240602,1
"A0A1D6ME97",0.491691105,0.225806452,0,0.061583578,0.52,-0.304,-0.140599,0.090909091,1
"A0A1D6MIA3",0.474917492,0.237623762,0,0.013861386,1.16,-0.371,0.551763,0.059405941,1
"A0A1D6MK45",0.432126049,0.316758748,0.053406998,0.093922652,0.57,-0.213,1.41851,0.071823204,1
"A0A1D6MKY7",0.401486355,0.160087719,0.315789474,0.515350877,12.65,0.359,6.37614,0.081140351,1
"A0A1D6MN42",0.526954733,0.19047619,0.007936508,0.28042328,1.5,-0.263,-1.22542,0.097883598,1
"A0A1D6MNC6",0.432732269,0.163833076,0.307573416,0.395672334,8.45,0.162,1.37538,0.14992272,1
"A0A1D6MNH6",0.436033453,0.204301075,0.15483871,0.08172043,3.8,0.163,0.884108,0.101075269,1
"A0A1D6MQC3",0.450815636,0.243767313,0.08033241,0.030470914,0.11,-0.221,-0.102097,0.049861496,1
"A0A1D6MSB1",0.460227447,0.248962656,0.145228216,0.102351314,1.58,-0.099,0.166997,0.098201936,1
"A0A1D6MUR6",0.4745004,0.211031175,0,0.141486811,0.16,-0.309,0.154386,0.081534772,1
"A0A1D6MXZ7",0.42865049,0.203065134,0.237547893,0.513409962,13.88,0.353,5.0136,0.126436782,1
"A0A1D6N276",0.458290066,0.15576324,0.012461059,0.46105919,4.11,0.241,1.14087,0.090342679,1
"A0A1D6N2N7",0.359096946,0.396414343,0.599601594,0.314741036,0.23,-0.339,1.76098,0.119521912,1
"A0A1D6N330",0.478813559,0.228813559,0,0,-0.33,-0.363,0.113107,0.105932203,1
"A0A1D6N3L6",0.455886451,0.221003135,0,0.195924765,5.99,0.124,1.24556,0.090909091,1
"A0A1D6N431",0.476666667,0.215384615,0.661538462,0.584615385,NA,-0.176,-0.136058,0.115384615,1
"A0A1D6N4L0",0.440130172,0.238493724,0,0.030125523,2.77,-0.08,1.20956,0.10376569,1
"A0A1D6N8W7",0.425945196,0.219562955,0.044745057,0.225806452,6.06,0.478,1.12311,0.152965661,1
"A0A1D6ND84",0.418275812,0.217562254,0,0,3.98,0.273,1.39093,0.112712975,1
"A0A1D6NDF4",0.487799835,0.183622829,0,0.186104218,2.8,-0.105,1.02157,0.104218362,1
"A0A1D6NFS5",0.429975309,0.214814815,0.082962963,0.063703704,5.27,-0.003,1.32855,0.131851852,1
"A0A1D6NFV3",0.451623228,0.271604938,0.288065844,0.436213992,-0.16,-0.186,-0.842828,0.106995885,1
"A0A1D6NGY8",0.409576066,0.320987654,0.032333921,0.020576132,-0.51,-0.253,0.606438,0.097589653,1
