"UniproEntry","Hydropathy","FCR","IDR","LCR","Pscore","PLAAC","catGRANULE","PhosFreq","Score"
"A0A0P0XB22",0.463782051,0.25,0,0,NA,-0.507,-0.456805,0.0576923076923077,1
"A0A0P0XBI1",0.451673568,0.189440994,0.091614907,0.25931677,3.65,0.103,0.554997,0.0015527950310559,1
"A0A0P0XDH3",0.41500228,0.259917921,0.700410397,0.114911081,0.94,0.042,1.01479,0.012311901504788,1
"A0A0P0XR18",0.412729234,0.182038835,0.351941748,0.014563107,1.77,0.044,0.716196,0.00728155339805825,1
"A0A0P0XWM7",0.431325427,0.119850187,0.101123596,0.191947566,3.12,0.409,1.16555,0.000936329588014981,1
"A0A0P0XZL7",0.4467982,0.258566978,0.333333333,0.246105919,0.65,-0.212,1.04173,0.0155763239875389,1
"A0A0P0Y445",0.452880658,0.287037037,1,0,NA,-0.559,0.446938,0.0277777777777778,1
"A0A0P0Y6K1",0.402902156,0.328358209,0.410447761,0.126865672,NA,-0.38,0.561091,0.00746268656716418,1
"A0A0P0Y7I3",0.486434901,0.18404908,0,0.128834356,-0.59,-0.309,-0.375242,0.0184049079754601,1
"A0A0P0Y9Z4",0.418789879,0.138613861,0.546534653,0.500990099,7.72,0.33,1.97471,0.00396039603960396,1
"A0A0P0YA22",0.428482003,0.352112676,1,0.197183099,NA,-0.481,-0.386775,0.0140845070422535,1
"A0A0P0YBN8",0.440466667,0.16,0.11,0.31,3.74,0.321,1.09095,0.002,1
"A0A1D5RS51",0.510275689,0.180451128,0,0,1.34,-0.345,0.71515,0.018796992481203,1
"A0A1D5SV65",0.510903814,0.175373134,0,0,1.34,-0.177,1.015,0.00373134328358209,1
"A0A1D5TTT2",0.500110834,0.211970075,0,0.102244389,-0.1,-0.212,0.613348,0.0124688279301746,1
"A0A1D5UMU8",0.51149667,0.223974763,0,0.05573081,0.47,-0.343,0.712373,0.0126182965299685,1
"A0A1D5UV55",0.567049808,0.124137931,0,0,-0.35,-0.295,0.213358,0.0103448275862069,1
"A0A1D5V1G5",0.488111888,0.202797203,0,0.08041958,0.49,-0.326,0.276657,0.013986013986014,1
"A0A1D5X5C6",0.479516652,0.233421751,0,0,1.03,-0.293,0.300556,0.00530503978779841,1
"A0A1D5ZLT0",0.509433962,0.177358491,0,0,2.02,-0.292,0.713566,0.0188679245283019,1
"A0A1D6AM47",0.54391172,0.136986301,0.113013699,0.034246575,-0.42,-0.232,0.853071,0.0102739726027397,1
"A0A1D6ARS9",0.51872266,0.165354331,0.023622047,0.078740157,NA,-0.374,1.33332,0.0078740157480315,1
"A0A1D6DSQ4",0.464284167,0.230019493,0,0,0.46,-0.2,0.038372,0.0116959064327485,1
"A0A1D6DSQ8",0.449731801,0.135632184,0.229885057,0.177011494,2.53,0.166,1.08262,0.00229885057471264,1
"A0A1D6DTV9",0.447300422,0.171358629,0.017135863,0.164014688,2.08,0.293,0.547026,0.00367197062423501,1
"A0A1D6DVJ8",0.502795248,0.235849057,0,0.100628931,0.15,-0.343,0.450434,0.0125786163522013,1
"A0A1D6DYK5",0.434771825,0.147321429,0.207589286,0.294642857,6,0.491,1.00556,0.00223214285714286,1
"A0A1D6DZF2",0.468029595,0.22546729,0,0.054906542,1.3,-0.119,0.890724,0.00116822429906542,1
"A0A1D6E0J9",0.453628983,0.165757906,0.043620502,0.07742639,6.09,0.21,1.3828,0.0130861504907306,1
"A0A1D6E560",0.453375087,0.192066806,0,0.03131524,4.54,0.201,0.934634,0.00208768267223382,1
"A0A1D6E6L1",0.459645535,0.200920245,0,0.110429448,2.74,0.274,1.01817,0.00613496932515337,1
"A0A1D6EEP6",0.46465576,0.22392638,0,0,0.8,-0.172,0.148783,0.0122699386503067,1
"A0A1D6EFV2",0.450434262,0.156334232,0.053908356,0.083557951,5.29,0.159,1.59214,0.00269541778975741,1
"A0A1D6EHT1",0.446779661,0.274576271,0.086440678,0.047457627,1.22,-0.308,0.771785,0.0203389830508475,1
"A0A1D6EI19",0.478752437,0.166666667,0,0.188596491,2.31,-0.041,-0.514077,0.00219298245614035,1
"A0A1D6EIH7",0.414470795,0.286561265,0.239130435,0.179841897,2.03,0.15,1.58305,0.00790513833992095,1
"A0A1D6EK63",0.420968908,0.249457701,0.114967462,0.071583514,2.01,-0.016,1.17303,0.0216919739696312,1
"A0A1D6ELA3",0.416491228,0.231578947,0.671052632,0.389473684,3.66,-0.052,0.456054,0.0210526315789474,1
"A0A1D6ELH4",0.453211009,0.21559633,0,0.174311927,3.44,0.354,1.20213,0.0107033639143731,1
"A0A1D6ELI3",0.42115992,0.158914729,0.087855297,0.254521964,8.91,0.464,1.78017,0.00258397932816537,1
"A0A1D6ELK2",0.476539683,0.265714286,0,0.048571429,0.23,-0.278,-0.210482,0.00285714285714286,1
"A0A1D6EUD2",0.430634573,0.234135667,0.0404814,0.261487965,8.9,0.273,1.63835,0.00656455142231947,1
"A0A1D6EWL2",0.457718579,0.264344262,0.159836066,0.06352459,-0.07,-0.304,0.670228,0.00614754098360656,1
"A0A1D6EWN6",0.431591547,0.26448737,0.237741456,0.102526003,2.94,0.088,0.958206,0.0178306092124814,1
"A0A1D6EWY9",0.342353909,0.324444444,0.539259259,0.201481481,2.74,-0.113,1.25855,0.0207407407407407,1
"A0A1D6EX60",0.448463102,0.24219591,0.05489774,0.053821313,4.82,-0.037,1.07334,0.0172228202368138,1
"A0A1D6EXV2",0.414889494,0.229972752,0.179836512,0.121525886,4.55,0.275,1.48043,0.0119891008174387,1
"A0A1D6EY10",0.461866667,0.149333333,0.026666667,0.389333333,3.4,0.007,0.356848,0.0266666666666667,1
"A0A1D6EZ75",0.417539378,0.298850575,0.915708812,0.279693487,0.77,-0.22,0.423742,0.00766283524904215,1
"A0A1D6EZQ5",0.444191919,0.181818182,0,0.068181818,5.53,0.17,2.66307,0.0165289256198347,1
"A0A1D6F071",0.451738762,0.236641221,0.077862595,0.105343511,4.03,0.176,0.716147,0.00763358778625954,1
"A0A1D6F0V1",0.442116013,0.259191176,0,0.023897059,1.2,0.011,0.415378,0.00735294117647059,1
"A0A1D6F2G7",0.442550641,0.297734628,0.087378641,0.111111111,0.05,-0.15,0.366372,0.00323624595469256,1
"A0A1D6F2M8",0.461370178,0.125388601,0,0.206217617,6.02,0.133,1.09025,0.0155440414507772,1
"A0A1D6F2S1",0.476832546,0.170975813,0,0.078398666,2.74,0.232,0.377611,0.00333611342785655,1
"A0A1D6F342",0.42872807,0.328947368,0.513157895,0.289473684,-0.8,-0.49,0.504815,0.0131578947368421,1
"A0A1D6F6G2",0.363581405,0.409005629,0.583489681,0.264540338,4.46,-0.362,1.36694,0.0225140712945591,1
"A0A1D6F8C9",0.41341874,0.167036216,0.192165558,0.299334812,10.93,0.63,2.26047,0.00443458980044346,1
"A0A1D6F8K4",0.45706613,0.216012085,0.16163142,0.235649547,8.99,0.212,2.08831,0.00302114803625378,1
"A0A1D6F8Q1",0.385977111,0.348109518,0.40547588,0.316818774,3.3,-0.247,1.07518,0.0130378096479791,1
"A0A1D6F8R0",0.448898787,0.184855234,0,0.086859688,6.07,0.167,2.58064,0.0200445434298441,1
"A0A1D6F8W7",0.404716435,0.283854167,0.130208333,0.2578125,5.33,-0.077,2.75638,0.0078125,1
"A0A1D6FA14",0.442502855,0.311306902,0,0.135095448,-0.79,-0.308,0.365718,0.00293685756240822,1
"A0A1D6FBG5",0.394369572,0.288409704,0.323450135,0.221024259,2.82,0.03,1.12512,0.0566037735849057,1
"A0A1D6FEM3",0.40530754,0.200892857,0.205357143,0.595982143,14.4,0.275,4.62008,0.015625,1
"A0A1D6FH10",0.439651416,0.272727273,0.072192513,0.175579323,1.64,-0.062,0.873441,0.0017825311942959,1
"A0A1D6FJU5",0.45699246,0.298335467,0,0.222791293,0.82,-0.278,0.711932,0.00384122919334187,1
"A0A1D6FL73",0.452209596,0.232954545,0.017045455,0.170454545,2.25,0.042,0.618983,0.0142045454545455,1
"A0A1D6FQX1",0.448208149,0.160530191,0.278350515,0.400589102,6.78,0.144,1.00022,0.0117820324005891,1
"A0A1D6FRT4",0.42354395,0.186653772,0.058994197,0.109284333,3.7,0.429,0.969379,0.00580270793036751,1
"A0A1D6FSF0",0.463383085,0.205970149,0.137313433,0.041791045,0.25,-0.186,0.291196,0.0119402985074627,1
"A0A1D6FUE3",0.444398417,0.290803645,0.33968517,0.249378625,1.92,-0.17,1.20864,0.0165700082850041,1
"A0A1D6FUU3",0.426802721,0.297959184,0.265306122,0.114285714,3.39,-0.277,0.908579,0.00408163265306122,1
"A0A1D6FVH3",0.349802761,0.328402367,0.298816568,0.189349112,4.49,-0.121,1.64309,0.0680473372781065,1
"A0A1D6FVZ8",0.461411909,0.188950276,0.002209945,0.102762431,3.35,0.088,1.36491,0.0364640883977901,1
"A0A1D6FW13",0.483724914,0.226872247,0,0,0.6,-0.308,0.160953,0.0220264317180617,1
"A0A1D6FWE3",0.445557561,0.203068592,0.142599278,0.138086643,8.03,0.325,1.55403,0.00541516245487365,1
"A0A1D6FWR6",0.447938009,0.288416076,0.075650118,0.082742317,-0.14,-0.438,0.215465,0.0141843971631206,1
"A0A1D6G0S0",0.34894822,0.357605178,0.588996764,0.124595469,4.76,0.084,1.94142,0.0161812297734628,1
"A0A1D6G3G4",0.393998926,0.274396135,0.093719807,0.12173913,4.13,-0.033,1.89864,0.00289855072463768,1
"A0A1D6G432",0.374856429,0.285393258,0.262921348,0.604494382,4.37,-0.026,0.90639,0.051685393258427,1
"A0A1D6G4R3",0.448888889,0.180645161,0,0.152688172,4.02,0.379,1.26085,0.0021505376344086,1
"A0A1D6G576",0.438237053,0.296017223,0.252960172,0.264800861,1.3,-0.24,1.29548,0.00968783638320775,1
"A0A1D6G7M7",0.475261438,0.108823529,0,0.035294118,3.98,0.298,0.777797,0.00588235294117647,1
"A0A1D6G850",0.502883454,0.091032609,0.050271739,0.544836957,3.63,0.002,0.111947,0.00135869565217391,1
"A0A1D6GDY8",0.460253542,0.244295302,0.08590604,0.159731544,7.79,-0.088,1.24419,0.00805369127516779,1
"A0A1D6GG02",0.410418332,0.29736211,0.20383693,0.143884892,2.51,-0.157,1.56131,0.00479616306954436,1
"A0A1D6GG78",0.452332196,0.249146758,0.119453925,0.112627986,1.02,-0.16,0.769188,0.0136518771331058,1
"A0A1D6GIJ5",0.351489028,0.357366771,0.652821317,0.103448276,3.88,0.032,2.37086,0.0101880877742947,1
"A0A1D6GKH5",0.346659521,0.353697749,0.379421222,0.424437299,6.93,-0.078,4.36296,0.0160771704180064,1
"A0A1D6GL81",0.260185185,0.518518519,1,0.777777778,NA,-0.828,3.34759,0.0185185185185185,1
"A0A1D6GLH1",0.447491185,0.25630594,0.041497152,0.064279902,2.46,-0.089,1.16852,0.00081366965012205,1
"A0A1D6GLL3",0.438576019,0.188736682,0.068493151,0.225266362,4.14,0.253,0.983967,0.0030441400304414,1
"A0A1D6GLX4",0.352084397,0.413476263,0.799387443,0.272588055,0.84,-0.355,2.11028,0.0566615620214395,1
"A0A1D6GNW6",0.455644343,0.23173516,0.100456621,0.152968037,4.02,0.294,0.309671,0.00684931506849315,1
"A0A1D6GP79",0.42258487,0.241160471,0.368993654,0.248413418,3.22,0.179,0.850718,0.00271985494106981,1
"A0A1D6GPP6",0.420009221,0.151452282,0.321576763,0.39626556,11.16,0.365,4.32898,0.00622406639004149,1
"A0A1D6GRJ8",0.406514503,0.320970043,0.239657632,0.19828816,4.26,-0.058,1.36457,0.0199714693295292,1
"A0A1D6GTL5",0.41186158,0.305816135,0,0.08630394,2.25,-0.209,0.929684,0.0318949343339587,1
"A0A1D6GU19",0.451032764,0.189102564,0,0.221153846,2.21,-0.018,0.186861,0.016025641025641,1
"A0A1D6GW86",0.377996399,0.311342593,0.375,0.106481481,2.73,-0.16,1.29756,0.00115740740740741,1
"A0A1D6GWG3",0.435626102,0.198412698,0.26984127,0.365079365,6.33,0.115,0.634894,0.0105820105820106,1
"A0A1D6GWH3",0.405541838,0.251851852,0.162962963,0.301234568,4.89,-0.049,1.19411,0.0197530864197531,1
"A0A1D6GWT5",0.41912402,0.221576763,0.080497925,0.048962656,4.11,0.206,1.28707,0.0016597510373444,1
"A0A1D6GX81",0.438295812,0.218954248,0.023965142,0.0708061,2.01,-0.027,1.04093,0.0108932461873638,1
"A0A1D6GXA0",0.369933523,0.391452991,0.579487179,0.252991453,2.3,-0.172,1.14157,0.00854700854700855,1
"A0A1D6GXR8",0.470970479,0.223677032,0.037643208,0.1167485,2.95,-0.065,1.04001,0.00490998363338789,1
"A0A1D6GXW0",0.429952587,0.3283859,0,0.111317254,0.89,-0.303,0.730783,0.00927643784786642,1
"A0A1D6GXY1",0.441956328,0.163770053,0.138368984,0.163770053,3.79,0.276,1.43081,0.0167112299465241,1
"A0A1D6GYM8",0.450990991,0.278764479,0,0.094980695,1.27,-0.234,1.16983,0.00231660231660232,1
"A0A1D6GZE7",0.48162768,0.260964912,0,0.063596491,0.33,-0.256,0.418531,0.00219298245614035,1
"A0A1D6GZU7",0.460906999,0.271877088,0.046760187,0.181028724,1.65,-0.218,0.82646,0.00334001336005344,1
"A0A1D6H019",0.423333333,0.210465116,0,0.034883721,2.96,0.375,1.01698,0.000581395348837209,1
"A0A1D6H3F1",0.36607166,0.314318976,0.641443539,0.403958091,4.78,-0.011,1.60828,0.0756693830034924,1
"A0A1D6H5K1",0.414687862,0.272727273,0.298062593,0.318926975,4.79,-0.129,0.531262,0.00894187779433681,1
"A0A1D6H6U5",0.439192924,0.213930348,0.28358209,0.164179104,3.07,-0.039,0.949826,0.0646766169154229,1
"A0A1D6H726",0.414309535,0.24420191,0.122783083,0.165075034,4.37,-0.109,1.23447,0.00682128240109141,1
"A0A1D6H7I7",0.357311719,0.401215805,0,0.267477204,0.62,-0.395,1.34148,0.033434650455927,1
"A0A1D6H885",0.427156713,0.228177642,0,0.091883614,3.91,0.269,1.10375,0.0382848392036753,1
"A0A1D6H9K4",0.494463277,0.189830508,0,0.172881356,0.65,-0.012,0.762474,0.00338983050847458,1
"A0A1D6HA56",0.461169183,0.139372822,0.236933798,0.397212544,1.24,0.231,-0.623639,0.00696864111498258,1
"A0A1D6HB20",0.456821378,0.181434599,0,0.202531646,4.33,0.184,1.00167,0.00210970464135021,1
"A0A1D6HC32",0.370722222,0.395,1,0.285,3.4,-0.386,0.682855,0.005,1
"A0A1D6HCG5",0.41942848,0.313218391,0.360632184,0.173850575,2.21,-0.316,0.802251,0.00862068965517241,1
"A0A1D6HI41",0.479130435,0.142028986,0,0.055072464,3.21,0.234,0.651916,0.00579710144927536,1
"A0A1D6HIT1",0.469970951,0.215686275,0,0.065359477,1.23,-0.112,0.312644,0.0326797385620915,1
"A0A1D6HJQ5",0.436807818,0.27795874,0.077090119,0.058631922,5.9,-0.166,1.22617,0.011943539630836,1
"A0A1D6HKR9",0.419671558,0.135220126,0.226415094,0.22327044,3.82,0.334,1.50807,0.0125786163522013,1
"A0A1D6HML9",0.43365512,0.229131175,0,0.036626917,2.53,0.119,1.16846,0.0264054514480409,1
"A0A1D6HMW8",0.446934866,0.275862069,0,0.465517241,3.19,-0.291,0.867838,0.00862068965517241,1
"A0A1D6HN31",0.440811966,0.250565611,0.294117647,0.113122172,3.66,-0.029,1.30339,0.0141402714932127,1
"A0A1D6HP12",0.453811841,0.147810219,0.082116788,0.297445255,2.52,0.121,0.0386334,0.0200729927007299,1
"A0A1D6HPP4",0.448944444,0.184,0.009,0.014,2.26,0.201,1.47274,0.022,1
"A0A1D6HPW4",0.471776589,0.192513369,0.090909091,0.139037433,2.96,0.155,0.9149,0.0213903743315508,1
"A0A1D6HS02",0.416572943,0.233856894,0.096567772,0.114601513,2.98,0.269,1.5181,0.0151250727166958,1
"A0A1D6HSW2",0.478836834,0.210016155,0.075928918,0.08723748,1.08,-0.2,0.986401,0.00161550888529887,1
"A0A1D6HT66",0.420491029,0.222379603,0.043909348,0.117563739,6.28,0.158,1.82299,0.00424929178470255,1
"A0A1D6HTK0",0.365484634,0.290780142,0.54751773,0.256737589,4.27,-0.002,2.4578,0.0269503546099291,1
"A0A1D6HUV1",0.514001502,0.209459459,0,0.112612613,-0.19,-0.338,0.491779,0.00788288288288288,1
"A0A1D6HUY7",0.450049603,0.178571429,0,0.095982143,6.23,0.178,2.67812,0.015625,1
"A0A1D6HUZ6",0.456620718,0.17481203,0,0.031954887,5.56,0.205,2.47257,0.0093984962406015,1
"A0A1D6HVR1",0.483834423,0.224836601,0,0.125490196,0.89,-0.209,0.648779,0.00261437908496732,1
"A0A1D6HXC3",0.471165192,0.17920354,0,0.044247788,4.35,0.064,0.263556,0.00442477876106195,1
"A0A1D6HXX3",0.444369213,0.2453125,0.0078125,0.10625,3.05,0.067,1.04359,0.00572916666666667,1
"A0A1D6HYC6",0.398466566,0.299773756,0.165158371,0.207013575,3.59,0.102,1.63224,0.0169683257918552,1
"A0A1D6HYG7",0.389598109,0.279497099,0.127659574,0.100580271,4.1,-0.006,1.96788,0.00870406189555126,1
"A0A1D6I0G1",0.453743225,0.211890244,0,0.143292683,3.28,0.414,1.20098,0.00304878048780488,1
"A0A1D6I196",0.461808786,0.263565891,0.080620155,0.080620155,1.38,-0.279,0.659495,0.00155038759689922,1
"A0A1D6I1K5",0.435781544,0.195361285,0.045495094,0.099018733,3.11,0.159,1.01128,0.00713648528099911,1
"A0A1D6I2K3",0.415234645,0.355590062,0.25621118,0.141304348,0.82,-0.288,0.324684,0.0108695652173913,1
"A0A1D6I409",0.467097121,0.159806295,0.113801453,0.152542373,2.26,0.075,-0.259865,0.0145278450363196,1
"A0A1D6I774",0.416695906,0.265789474,0,0,3.01,-0.113,0.801892,0.00789473684210526,1
"A0A1D6I8U5",0.452540185,0.181626188,0.073917635,0.060190074,3.44,0.275,1.18239,0.0147835269271383,1
"A0A1D6I8V3",0.417387387,0.224324324,0.337837838,0.372972973,2.19,0.331,0.914214,0.0297297297297297,1
"A0A1D6IB58",0.429566655,0.229543039,0.015940489,0.226354942,8.16,0.392,1.51598,0.0116896918172157,1
"A0A1D6ID94",0.449190939,0.243797195,0.0399137,0.037756203,4.55,-0.031,1.09446,0.00647249190938511,1
"A0A1D6IDW4",0.349791577,0.433376455,0.582147477,0.23156533,2.26,-0.235,1.53027,0.0116429495472186,1
"A0A1D6IEV2",0.42092257,0.232839099,0.094453597,0.119714443,4.69,0.292,1.4494,0.0263591433278418,1
"A0A1D6IF29",0.398696742,0.323308271,0.407518797,0.338345865,1.65,-0.201,0.794802,0.0300751879699248,1
"A0A1D6IHB6",0.409354906,0.167392657,0.345364032,0.319228376,3.34,0.407,1.47993,0.0242688238954574,1
"A0A1D6II08",0.455658246,0.175600739,0,0.06284658,4.77,0.194,2.56548,0.011090573012939,1
"A0A1D6IK73",0.343350831,0.393700787,0.24015748,0.421259843,1.36,-0.312,0.866253,0.0275590551181102,1
"A0A1D6IKP8",0.4360587,0.320754717,0.25728988,0.221269297,0.16,-0.384,0.780721,0.0171526586620926,1
"A0A1D6IL59",0.443754461,0.293361884,0.064239829,0.101713062,-0.08,-0.147,0.268163,0.00214132762312634,1
"A0A1D6ILG9",0.468626298,0.174603175,0,0.085537919,2.62,0.351,0.453195,0.00352733686067019,1
"A0A1D6IMH7",0.429413424,0.228426396,0,0.030456853,0.92,-0.274,0.930533,0.0050761421319797,1
"A0A1D6INR0",0.43219697,0.208333333,0,0.079545455,3.14,0.031,1.29942,0.00378787878787879,1
"A0A1D6INS6",0.453954695,0.177107062,0.021070615,0.166856492,11.03,0.291,1.84424,0.0113895216400911,1
"A0A1D6IPF6",0.492077069,0.191290824,0.032659409,0.081648523,1.01,-0.116,0.170199,0.00388802488335925,1
"A0A1D6IUH6",0.42590464,0.216475096,0.172413793,0.166666667,3.13,0.051,1.31999,0.00766283524904215,1
"A0A1D6J1U1",0.451394091,0.277153558,0.235955056,0.101123596,3.5,-0.277,0.456152,0.00374531835205993,1
"A0A1D6J8L6",0.446508931,0.162839248,0.096033403,0.392484342,3.78,0.563,0.476653,0.0187891440501044,1
"A0A1D6J8M9",0.402122777,0.30636833,0.592082616,0.21686747,4.62,-0.25,1.61907,0.0223752151462995,1
"A0A1D6J9R4",0.458997955,0.200920245,0,0.11196319,2.2,0.269,0.966569,0.00613496932515337,1
"A0A1D6JBG2",0.398748436,0.321652065,0.292866083,0.304130163,6.48,0.189,1.75459,0.00500625782227785,1
"A0A1D6JD07",0.445025295,0.295109612,0.07925801,0.011804384,1.76,-0.235,0.626236,0.00843170320404722,1
"A0A1D6JDV6",0.471306471,0.198901099,0.037362637,0.186813187,2.43,-0.011,0.350951,0.00659340659340659,1
